단어,발음기호,한국어발음,분류,품사,뜻,예문,예문해석,예문2,예문2해석,예문3,예문3해석,예문4,예문4해석
flats,/flæts/,플[랫]츠,5-2 Shoes and Accessories 신발과 액세서리,명,플랫슈즈,She chose **flats** for a day of walking.,그녀는 하루 종일 걷기 위해 플랫슈즈를 골랐다.,,,,,,
dress shoes,/dres ʃuːz/,드[레]스 슈ː즈,5-2 Shoes and Accessories 신발과 액세서리,구,구두,Polish your **dress shoes** before the ceremony.,식 전에 구두를 닦으세요.,,,,,,
hat,/hæt/,[햇],5-2 Shoes and Accessories 신발과 액세서리,명,모자,A wide **hat** protected her face from the sun.,챙이 넓은 모자가 햇빛으로부터 그녀의 얼굴을 가려 주었다.,,,,,,
beanie,/ˈbiːni/,[비]ː니,5-2 Shoes and Accessories 신발과 액세서리,명,비니,He pulled a **beanie** over his ears.,그는 비니를 귀까지 눌러썼다.,,,,,,
purse,/pɜːrs/,[퍼]ː스,5-2 Shoes and Accessories 신발과 액세서리,명,"지갑(미국은 여성 핸드백, 영국은 동전지갑)",She carried her phone in a small **purse**.,그녀는 작은 여성용 가방에 휴대전화를 넣었다.,,,,,,
bag,/bæɡ/,[백],5-2 Shoes and Accessories 신발과 액세서리,명/동,명: 가방 / 동: 가방에 넣다,The reusable **bag** holds all the groceries.,재사용 가방에 식료품이 모두 들어간다.,Please **bag** these items separately.,이 물건들을 따로 가방에 넣어 주세요.,,,,
shoulder bag,/ˈʃoʊldər bæɡ/,[쇼]울더 백,5-2 Shoes and Accessories 신발과 액세서리,구,숄더백,The **shoulder bag** has a padded strap.,그 숄더백에는 쿠션이 들어간 끈이 있다.,,,,,,
suitcase,/ˈsuːtkeɪs/,[숫]ː케이스,5-2 Shoes and Accessories 신발과 액세서리,명,여행 가방,My **suitcase** weighs less than twenty kilograms.,내 여행 가방은 무게가 20킬로그램보다 적다.,,,,,,
umbrella,/ʌmˈbrelə/,엄브[렐]러,5-2 Shoes and Accessories 신발과 액세서리,명,우산,I left my **umbrella** beside the office door.,나는 사무실 문 옆에 우산을 두었다.,,,,,,
shoelace,/ˈʃuːleɪs/,[슈]ː레이스,5-2 Shoes and Accessories 신발과 액세서리,명,신발끈,One **shoelace** came undone while I was walking.,걷는 동안 신발끈 한쪽이 풀렸다.,,,,,,
"fake eyelashes, false eyelashes","/feɪk ˈaɪlæʃɪz/, /fɔːls ˈaɪlæʃɪz/",[페]이크 아이래쉬즈 / [폴]ː스 아이래쉬즈,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,인조 속눈썹,She wore **false eyelashes** for the stage performance.,그녀는 무대 공연을 위해 인조 속눈썹을 붙였다.,,,,,,
eyeshadow,/ˈaɪʃædoʊ/,[아]이섀도우,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,아이섀도,I blended brown **eyeshadow** across my eyelids.,나는 눈꺼풀에 갈색 아이섀도를 고르게 펴 발랐다.,,,,,,
lipstick,/ˈlɪpstɪk/,[립]스틱,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,립스틱,Her red **lipstick** matched the dress.,그녀의 빨간 립스틱이 드레스와 잘 어울렸다.,,,,,,
mascara,/mæˈskærə/,매스[캐]러,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,마스카라,This **mascara** does not smudge easily.,이 마스카라는 쉽게 번지지 않는다.,,,,,,
nail polish,/neɪl pɑːlɪʃ/,[네]일 팔ː리쉬,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,매니큐어(네일 컬러),The **nail polish** needs another coat.,매니큐어를 한 번 더 발라야 한다.,,,,,,
powder,/ˈpaʊdər/,[파]우더,5-3 Cosmetics and Skincare 화장품과 스킨케어,명/동,명: 파우더; 분말 / 동: 파우더를 바르다,A little **powder** reduced the shine on my face.,파우더를 조금 바르자 얼굴의 번들거림이 줄었다.,She **powdered** her face before the meeting.,그녀는 회의 전에 얼굴에 파우더를 발랐다.,,,,
lotion,/ˈloʊʃn/,[로]우션,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,로션,I apply **lotion** after every shower.,나는 샤워할 때마다 로션을 바른다.,,,,,,
toner,/ˈtoʊnər/,[토]우너,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,토너; 스킨,The **toner** feels cool on freshly washed skin.,토너는 막 씻은 피부에 닿으면 시원하다.,,,,,,
"moisture cream, moisturizer","/ˈmɔɪstʃər kriːm/, /ˈmɔɪstʃəraɪzər/",[모]이스처 크림ː / [모]이스처라이저,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,수분 크림,This **moisturizer** keeps my skin soft in winter.,이 보습제는 겨울에 피부를 부드럽게 유지해 준다.,,,,,,
aftershave,/ˈæftərʃeɪv/,[애]프터셰이브,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,애프터셰이브,He used **aftershave** to soothe his skin.,그는 피부를 진정시키려고 애프터셰이브를 사용했다.,,,,,,
perfume,/ˈpɜːrfjuːm/,[퍼]ː퓸ː,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,향수,One spray of **perfume** was enough.,향수는 한 번만 뿌려도 충분했다.,,,,,,
perfume,/pərˈfjuːm/,퍼[퓸]ː,5-3 Cosmetics and Skincare 화장품과 스킨케어,동,향수를 뿌리다; 향기롭게 하다,The flowers **perfumed** the entire room.,꽃향기가 방 전체를 향기롭게 했다.,,,,,,
deodorant,/diˈoʊdərənt/,디[오]우더런트,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,데오도런트; 체취 제거제,I packed **deodorant** for the summer trip.,나는 여름 여행을 위해 데오도런트를 챙겼다.,,,,,,
hair gel,/her dʒel/,[헤]어 젤,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,헤어 젤,He used **hair gel** to keep his hair in place.,그는 머리 모양을 고정하려고 헤어 젤을 사용했다.,,,,,,
hairspray,/ˈherspreɪ/,[헤]어스프레이,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,헤어 스프레이,A light coat of **hairspray** held the style all day.,헤어 스프레이를 가볍게 뿌리자 머리 모양이 하루 종일 유지되었다.,,,,,,
mousse,/muːs/,[무]ː스,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,헤어 무스,She worked the **mousse** through her damp hair.,그녀는 젖은 머리 전체에 무스를 발랐다.,,,,,,
makeup,/ˈmeɪkʌp/,[메]이컵,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,화장; 화장품,I removed my **makeup** before going to bed.,나는 잠자리에 들기 전에 화장을 지웠다.,,,,,,
foundation,/faʊnˈdeɪʃn/,파운[데]이션,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,파운데이션; 토대,The **foundation** matched her skin tone well.,그 파운데이션은 그녀의 피부색과 잘 맞았다.,,,,,,
concealer,/kənˈsiːlər/,컨[실]ː러,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,컨실러,Use **concealer** to cover the small spot.,작은 잡티를 가리려면 컨실러를 사용하세요.,,,,,,
blush,/blʌʃ/,블[러]쉬,5-3 Cosmetics and Skincare 화장품과 스킨케어,명/동,명: 볼터치; 블러셔 / 동: 얼굴을 붉히다,A soft pink **blush** added color to her cheeks.,연한 분홍색 볼터치가 그녀의 볼에 생기를 더했다.,He **blushed** when everyone praised him.,모두가 칭찬하자 그는 얼굴을 붉혔다.,,,,
eyeliner,/ˈaɪlaɪnər/,[아]이라이너,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,아이라이너,She drew a thin line with black **eyeliner**.,그녀는 검은 아이라이너로 가는 선을 그렸다.,,,,,,
lip gloss,/lɪp ɡlɔːs/,[립] 글로ː스,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,립글로스,The clear **lip gloss** made her lips shine.,투명 립글로스가 그녀의 입술을 반짝이게 했다.,,,,,,
lip balm,/lɪp bɑːm/,[립] 밤ː,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,립밤,I use **lip balm** whenever my lips feel dry.,입술이 건조할 때마다 립밤을 바른다.,,,,,,
tint,/tɪnt/,[틴]트,5-3 Cosmetics and Skincare 화장품과 스킨케어,명/동,명: 틴트; 색조 / 동: 색을 입히다,The **tint** left a natural color on my lips.,틴트가 입술에 자연스러운 색을 남겼다.,The sunlight **tinted** the sky pink.,햇빛이 하늘을 분홍빛으로 물들였다.,,,,
primer,/ˈpraɪmər/,프[라]이머,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,프라이머; 메이크업 베이스,A thin layer of **primer** helped the makeup last longer.,프라이머를 얇게 바르자 화장이 더 오래 유지되었다.,,,,,,
sunscreen,/ˈsʌnskriːn/,[선]스크린ː,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,선크림,Apply **sunscreen** fifteen minutes before going outside.,외출 15분 전에 자외선 차단제를 바르세요.,,,,,,
cleanser,/ˈklenzər/,클[렌]저,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,클렌저,The gentle **cleanser** removed dirt without drying my skin.,순한 클렌저가 피부를 건조하게 하지 않고 노폐물을 제거했다.,,,,,,
cleansing oil,/ˈklenzɪŋ ɔɪl/,클[렌]징 오일,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,클렌징 오일,The **cleansing oil** dissolved my waterproof makeup.,클렌징 오일이 워터프루프 화장을 녹였다.,,,,,,
face wash,/feɪs wɑːʃ/,[페]이스 와ː쉬,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,세안제,This **face wash** produces only a small amount of foam.,이 세안제는 거품이 많이 나지 않는다.,,,,,,
essence,/ˈesns/,[에]슨스,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,에센스; 본질,She patted the **essence** gently into her skin.,그녀는 에센스를 피부에 가볍게 두드려 흡수시켰다.,,,,,,
serum,/ˈsɪrəm/,[시]럼,5-3 Cosmetics and Skincare 화장품과 스킨케어,명,세럼,A few drops of **serum** covered my whole face.,세럼 몇 방울이면 얼굴 전체에 바르기에 충분했다.,,,,,,
eye cream,/aɪ kriːm/,[아]이 크림ː,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,아이크림,I apply **eye cream** with my ring finger.,나는 약지로 아이크림을 바른다.,,,,,,
face mask,/feɪs mæsk/,[페]이스 매스크,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,마스크팩,The **face mask** stayed on for ten minutes.,마스크팩을 10분 동안 붙여 두었다.,,,,,,
cotton pad,/ˈkɑːtn pæd/,[카]ː튼 패드,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,화장솜,Pour the toner onto a clean **cotton pad**.,깨끗한 화장솜에 토너를 부으세요.,,,,,,
makeup remover,/ˈmeɪkʌp rɪmuːvər/,[메]이컵 리무ː버,5-3 Cosmetics and Skincare 화장품과 스킨케어,구,메이크업 리무버,The **makeup remover** cleaned the last traces of mascara.,메이크업 리무버가 남은 마스카라 자국을 지웠다.,,,,,,
city,/ˈsɪti/,[시]티,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,도시,The **city** becomes lively after sunset.,그 도시는 해가 진 뒤 활기를 띤다.,,,,,,
suburb,/ˈsʌbɜːrb/,[서]법ː,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,교외(도시 주변 주거지역),They moved to a quiet **suburb** near the office.,그들은 사무실 근처의 조용한 교외로 이사했다.,,,,,,
town,/taʊn/,[타]운,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,소도시,The small **town** has one train station.,그 작은 소도시에는 기차역이 하나 있다.,,,,,,
countryside,/ˈkʌntrisaɪd/,[컨]트리사이드,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,시골(전원 풍경),We spent the weekend in the **countryside**.,우리는 주말을 시골에서 보냈다.,,,,,,
area,/ˈeriə/,[에]리어,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,지역,This **area** is popular with young families.,이 지역은 젊은 가족들에게 인기가 많다.,,,,,,
region,/ˈriːdʒən/,[리]ː전,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,지방; 지역,The **region** is known for its vineyards.,그 지방은 포도밭으로 유명하다.,,,,,,
village,/ˈvɪlɪdʒ/,[빌]리지,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,마을,A river runs through the **village**.,강 하나가 그 마을을 가로질러 흐른다.,,,,,,
rural area,/ˈrʊrəl eriə/,[루]럴 에리어,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",구,농촌 지역,Bus service is limited in the **rural area**.,그 농촌 지역은 버스 운행이 제한적이다.,,,,,,
urban area,/ˈɜːrbən eriə/,[어]ː번 에리어,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",구,도시 지역,Housing costs are higher in the **urban area**.,그 도시 지역은 주거비가 더 높다.,,,,,,
downtown,/ˌdaʊnˈtaʊn/,다운[타]운,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명/형/부,명: 시내; 도심 / 형: 도심의 / 부: 도심에서; 도심으로,**Downtown** is crowded during lunch hour.,도심은 점심시간에 붐빈다.,Our company has a **downtown** office.,우리 회사는 도심에 사무실이 있다.,I went **downtown** for a client meeting.,나는 고객 회의를 위해 도심으로 갔다.,,
metropolis,/məˈtrɑːpəlɪs/,머트[라]ː펄리스,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,대도시,The busy **metropolis** attracts workers from across the country.,그 대도시는 전국에서 근로자들을 끌어들인다.,,,,,,
capital,/ˈkæpɪtl/,[캐]피틀,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,수도; 자본,The company opened its first office in the **capital**.,그 회사는 수도에 첫 사무실을 열었다.,,,,,,
province,/ˈprɑːvɪns/,프[라]ː빈스,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,도; 지방,This **province** produces most of the country’s apples.,이 지방은 그 나라 사과의 대부분을 생산한다.,,,,,,
district,/ˈdɪstrɪkt/,[디]스트릭트,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,구; 지구,The financial **district** is quiet on weekends.,금융 지구는 주말에 조용하다.,,,,,,
neighborhood,/ˈneɪbərhʊd/,[네]이버후드,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,동네; 인근,Our **neighborhood** has a park and two cafés.,우리 동네에는 공원 하나와 카페 두 곳이 있다.,,,,,,
outskirts,/ˈaʊtskɜːrts/,[아]웃스커ː츠,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,변두리; 외곽,A new warehouse was built on the **outskirts**.,도시 외곽에 새 창고가 지어졌다.,,,,,,
slum,/slʌm/,슬[럼],"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,빈민가,The charity provides clean water in the **slum**.,그 자선단체는 빈민가에 깨끗한 물을 제공한다.,,,,,,
port,/pɔːrt/,[포]ː트,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,항구 도시,Cargo ships enter the **port** every morning.,화물선들이 매일 아침 항구로 들어온다.,,,,,,
resort,/rɪˈzɔːrt/,리[조]ː트,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,휴양지,The beach **resort** is fully booked in August.,그 해변 휴양지는 8월 예약이 모두 찼다.,,,,,,
farmland,/ˈfɑːrmlænd/,[팜]ː랜드,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,농지,The road passes through wide **farmland**.,그 도로는 넓은 농지를 지나간다.,,,,,,
coast,/koʊst/,[코]우스트,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,해안 지역,Strong winds reached the **coast** overnight.,밤사이 강한 바람이 해안 지역에 도달했다.,,,,,,
valley,/ˈvæli/,[밸]리,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,계곡; 골짜기,Morning fog covered the **valley**.,아침 안개가 계곡을 덮었다.,,,,,,
desert,/ˈdezərt/,[데]저트,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,사막,Temperatures drop sharply in the **desert** at night.,사막은 밤에 기온이 급격히 내려간다.,,,,,,
island,/ˈaɪlənd/,[아]일런드,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명,섬,The **island** is connected by a daily ferry.,그 섬은 매일 운항하는 여객선으로 연결된다.,,,,,,
border,/ˈbɔːrdər/,[보]ː더,"6-1 Cities, Suburbs and Rural Areas 도시·교외·시골",명/동,명: 경계; 국경 / 동: 경계를 이루다; 접하다,We showed our passports at the **border**.,우리는 국경에서 여권을 보여 주었다.,France **borders** Germany to the east.,프랑스는 동쪽으로 독일과 국경을 맞댄다.,,,,
building,/ˈbɪldɪŋ/,[빌]딩,6-2 Buildings and Shops 건물과 상점,명,건물,The new **building** has offices on the upper floors.,새 건물의 위층에는 사무실이 있다.,,,,,,
cemetery,/ˈseməteri/,[세]머테리,6-2 Buildings and Shops 건물과 상점,명,묘지,Visitors left flowers at the **cemetery**.,방문객들이 묘지에 꽃을 놓았다.,,,,,,
temple,/ˈtempl/,[템]플,6-2 Buildings and Shops 건물과 상점,명,절; 사원,We removed our shoes before entering the **temple**.,우리는 절에 들어가기 전에 신발을 벗었다.,,,,,,
stadium,/ˈsteɪdiəm/,스[테]이디엄,6-2 Buildings and Shops 건물과 상점,명,경기장,More than thirty thousand fans filled the **stadium**.,3만 명이 넘는 팬들이 경기장을 가득 채웠다.,,,,,,
